student_id,roll_no,student_name,current_semester,risk_category,subject_code,subject_name,credits,semester,marks,grade,sgpa,cgpa
23,KTE23CE013,KTE23CE013,1,Safe,CEL333,CEL333,3,1,82,A,,
23,KTE23CE013,KTE23CE013,1,Safe,CET309,CET309,3,1,30,F,,
24,KTE23CE014,KTE23CE014,1,Safe,MCN301,MCN301,3,1,65,B,,
24,KTE23CE014,KTE23CE014,1,Safe,CET301,CET301,3,1,82,A,,
24,KTE23CE014,KTE23CE014,1,Safe,CET303,CET303,3,1,55,C,,
24,KTE23CE014,KTE23CE014,1,Safe,CET305,CET305,3,1,55,C,,
24,KTE23CE014,KTE23CE014,1,Safe,CET307,CET307,3,1,65,B,,
24,KTE23CE014,KTE23CE014,1,Safe,CEL331,CEL331,3,1,82,A,,
24,KTE23CE014,KTE23CE014,1,Safe,CEL333,CEL333,3,1,82,A,,
24,KTE23CE014,KTE23CE014,1,Safe,CET309,CET309,3,1,42,P,,
25,KTE23CE015,KTE23CE015,1,Safe,MCN301,MCN301,3,1,65,B,,
25,KTE23CE015,KTE23CE015,1,Safe,CET301,CET301,3,1,65,B,,
25,KTE23CE015,KTE23CE015,1,Safe,CET303,CET303,3,1,55,C,,
25,KTE23CE015,KTE23CE015,1,Safe,CET305,CET305,3,1,55,C,,
25,KTE23CE015,KTE23CE015,1,Safe,CET307,CET307,3,1,55,C,,
25,KTE23CE015,KTE23CE015,1,Safe,CEL331,CEL331,3,1,82,A,,
25,KTE23CE015,KTE23CE015,1,Safe,CEL333,CEL333,3,1,82,A,,
25,KTE23CE015,KTE23CE015,1,Safe,CET309,CET309,3,1,42,P,,
26,KTE23CE016,KTE23CE016,1,Safe,MCN301,MCN301,3,1,65,B,,
26,KTE23CE016,KTE23CE016,1,Safe,CET301,CET301,3,1,55,C,,
26,KTE23CE016,KTE23CE016,1,Safe,CET303,CET303,3,1,30,F,,
26,KTE23CE016,KTE23CE016,1,Safe,CET305,CET305,3,1,30,F,,
26,KTE23CE016,KTE23CE016,1,Safe,CET307,CET307,3,1,30,F,,
26,KTE23CE016,KTE23CE016,1,Safe,CEL331,CEL331,3,1,82,A,,
26,KTE23CE016,KTE23CE016,1,Safe,CEL333,CEL333,3,1,82,A,,
26,KTE23CE016,KTE23CE016,1,Safe,CET309,CET309,3,1,42,P,,
27,KTE23CE017,KTE23CE017,1,Safe,MCN301,MCN301,3,1,65,B,,
27,KTE23CE017,KTE23CE017,1,Safe,CET303,CET303,3,1,55,C,,
27,KTE23CE017,KTE23CE017,1,Safe,CET305,CET305,3,1,42,P,,
27,KTE23CE017,KTE23CE017,1,Safe,CEL331,CEL331,3,1,82,A,,
27,KTE23CE017,KTE23CE017,1,Safe,CEL333,CEL333,3,1,82,A,,
27,KTE23CE017,KTE23CE017,1,Safe,CET309,CET309,3,1,55,C,,
28,KTE23CE018,KTE23CE018,1,Safe,MCN301,MCN301,3,1,55,C,,
28,KTE23CE018,KTE23CE018,1,Safe,CET301,CET301,3,1,55,C,,
28,KTE23CE018,KTE23CE018,1,Safe,CET305,CET305,3,1,65,B,,
28,KTE23CE018,KTE23CE018,1,Safe,CET307,CET307,3,1,55,C,,
28,KTE23CE018,KTE23CE018,1,Safe,CEL331,CEL331,3,1,82,A,,
28,KTE23CE018,KTE23CE018,1,Safe,CEL333,CEL333,3,1,82,A,,
28,KTE23CE018,KTE23CE018,1,Safe,CET309,CET309,3,1,42,P,,
29,KTE23CE020,KTE23CE020,1,Safe,MCN301,MCN301,3,1,82,A,,
29,KTE23CE020,KTE23CE020,1,Safe,CET301,CET301,3,1,65,B,,
29,KTE23CE020,KTE23CE020,1,Safe,CET303,CET303,3,1,42,P,,
29,KTE23CE020,KTE23CE020,1,Safe,CET305,CET305,3,1,65,B,,
29,KTE23CE020,KTE23CE020,1,Safe,CET307,CET307,3,1,55,C,,
29,KTE23CE020,KTE23CE020,1,Safe,CEL331,CEL331,3,1,82,A,,
29,KTE23CE020,KTE23CE020,1,Safe,CEL333,CEL333,3,1,82,A,,
29,KTE23CE020,KTE23CE020,1,Safe,CET309,CET309,3,1,65,B,,
30,KTE23CE021,KTE23CE021,1,Safe,MCN301,MCN301,3,1,55,C,,
30,KTE23CE021,KTE23CE021,1,Safe,CET301,CET301,3,1,30,F,,
30,KTE23CE021,KTE23CE021,1,Safe,CET303,CET303,3,1,30,F,,
30,KTE23CE021,KTE23CE021,1,Safe,CET305,CET305,3,1,30,F,,
30,KTE23CE021,KTE23CE021,1,Safe,CET307,CET307,3,1,30,F,,
30,KTE23CE021,KTE23CE021,1,Safe,CEL331,CEL331,3,1,65,B,,
30,KTE23CE021,KTE23CE021,1,Safe,CEL333,CEL333,3,1,82,A,,
30,KTE23CE021,KTE23CE021,1,Safe,CET309,CET309,3,1,30,F,,
31,KTE23CE022,KTE23CE022,1,Safe,MCN301,MCN301,3,1,55,C,,
31,KTE23CE022,KTE23CE022,1,Safe,CET301,CET301,3,1,65,B,,
31,KTE23CE022,KTE23CE022,1,Safe,CET303,CET303,3,1,65,B,,
31,KTE23CE022,KTE23CE022,1,Safe,CET305,CET305,3,1,55,C,,
31,KTE23CE022,KTE23CE022,1,Safe,CET307,CET307,3,1,55,C,,
31,KTE23CE022,KTE23CE022,1,Safe,CEL331,CEL331,3,1,82,A,,
31,KTE23CE022,KTE23CE022,1,Safe,CEL333,CEL333,3,1,82,A,,
31,KTE23CE022,KTE23CE022,1,Safe,CET309,CET309,3,1,55,C,,
32,KTE23CE023,KTE23CE023,1,Safe,MCN301,MCN301,3,1,65,B,,
32,KTE23CE023,KTE23CE023,1,Safe,CET301,CET301,3,1,82,A,,
32,KTE23CE023,KTE23CE023,1,Safe,CET303,CET303,3,1,55,C,,
32,KTE23CE023,KTE23CE023,1,Safe,CET305,CET305,3,1,55,C,,
32,KTE23CE023,KTE23CE023,1,Safe,CET307,CET307,3,1,65,B,,
32,KTE23CE023,KTE23CE023,1,Safe,CEL331,CEL331,3,1,82,A,,
32,KTE23CE023,KTE23CE023,1,Safe,CEL333,CEL333,3,1,82,A,,
32,KTE23CE023,KTE23CE023,1,Safe,CET309,CET309,3,1,65,B,,
33,KTE23CE025,KTE23CE025,1,Safe,MCN301,MCN301,3,1,55,C,,
33,KTE23CE025,KTE23CE025,1,Safe,CET301,CET301,3,1,55,C,,
33,KTE23CE025,KTE23CE025,1,Safe,CET303,CET303,3,1,42,P,,
33,KTE23CE025,KTE23CE025,1,Safe,CET305,CET305,3,1,65,B,,
33,KTE23CE025,KTE23CE025,1,Safe,CET307,CET307,3,1,42,P,,
33,KTE23CE025,KTE23CE025,1,Safe,CEL331,CEL331,3,1,82,A,,
33,KTE23CE025,KTE23CE025,1,Safe,CEL333,CEL333,3,1,82,A,,
33,KTE23CE025,KTE23CE025,1,Safe,CET309,CET309,3,1,55,C,,
34,KTE23CE026,KTE23CE026,1,Safe,MCN301,MCN301,3,1,82,A,,
34,KTE23CE026,KTE23CE026,1,Safe,CET301,CET301,3,1,82,A,,
34,KTE23CE026,KTE23CE026,1,Safe,CET303,CET303,3,1,42,P,,
34,KTE23CE026,KTE23CE026,1,Safe,CET305,CET305,3,1,65,B,,
34,KTE23CE026,KTE23CE026,1,Safe,CET307,CET307,3,1,55,C,,
34,KTE23CE026,KTE23CE026,1,Safe,CEL331,CEL331,3,1,82,A,,
34,KTE23CE026,KTE23CE026,1,Safe,CEL333,CEL333,3,1,82,A,,
34,KTE23CE026,KTE23CE026,1,Safe,CET309,CET309,3,1,65,B,,
35,KTE23CE027,KTE23CE027,1,Safe,MCN301,MCN301,3,1,65,B,,
35,KTE23CE027,KTE23CE027,1,Safe,CET301,CET301,3,1,95,O,,
35,KTE23CE027,KTE23CE027,1,Safe,CET303,CET303,3,1,55,C,,
35,KTE23CE027,KTE23CE027,1,Safe,CET305,CET305,3,1,82,A,,
35,KTE23CE027,KTE23CE027,1,Safe,CET307,CET307,3,1,65,B,,
35,KTE23CE027,KTE23CE027,1,Safe,CEL331,CEL331,3,1,82,A,,
35,KTE23CE027,KTE23CE027,1,Safe,CEL333,CEL333,3,1,82,A,,
35,KTE23CE027,KTE23CE027,1,Safe,CET309,CET309,3,1,65,B,,
36,KTE23CE029,KTE23CE029,1,Safe,MCN301,MCN301,3,1,55,C,,
36,KTE23CE029,KTE23CE029,1,Safe,CET301,CET301,3,1,42,P,,
36,KTE23CE029,KTE23CE029,1,Safe,CET303,CET303,3,1,30,F,,
36,KTE23CE029,KTE23CE029,1,Safe,CET305,CET305,3,1,65,B,,
36,KTE23CE029,KTE23CE029,1,Safe,CET307,CET307,3,1,30,F,,
36,KTE23CE029,KTE23CE029,1,Safe,CEL331,CEL331,3,1,82,A,,
36,KTE23CE029,KTE23CE029,1,Safe,CEL333,CEL333,3,1,82,A,,
37,KTE23CE030,KTE23CE030,1,Safe,MCN301,MCN301,3,1,55,C,,
37,KTE23CE030,KTE23CE030,1,Safe,CET301,CET301,3,1,82,A,,
37,KTE23CE030,KTE23CE030,1,Safe,CET303,CET303,3,1,42,P,,
37,KTE23CE030,KTE23CE030,1,Safe,CET305,CET305,3,1,55,C,,
37,KTE23CE030,KTE23CE030,1,Safe,CET307,CET307,3,1,55,C,,
37,KTE23CE030,KTE23CE030,1,Safe,CEL331,CEL331,3,1,65,B,,
37,KTE23CE030,KTE23CE030,1,Safe,CEL333,CEL333,3,1,65,B,,
38,KTE23CE031,KTE23CE031,1,Safe,MCN301,MCN301,3,1,65,B,,
38,KTE23CE031,KTE23CE031,1,Safe,CET301,CET301,3,1,42,P,,
38,KTE23CE031,KTE23CE031,1,Safe,CET303,CET303,3,1,42,P,,
38,KTE23CE031,KTE23CE031,1,Safe,CET305,CET305,3,1,30,F,,
38,KTE23CE031,KTE23CE031,1,Safe,CET307,CET307,3,1,30,F,,
38,KTE23CE031,KTE23CE031,1,Safe,CEL331,CEL331,3,1,65,B,,
38,KTE23CE031,KTE23CE031,1,Safe,CEL333,CEL333,3,1,65,B,,
38,KTE23CE031,KTE23CE031,1,Safe,CET309,CET309,3,1,30,F,,
39,KTE23CE032,KTE23CE032,1,Safe,MCN301,MCN301,3,1,65,B,,
39,KTE23CE032,KTE23CE032,1,Safe,CET303,CET303,3,1,42,P,,
39,KTE23CE032,KTE23CE032,1,Safe,CET305,CET305,3,1,30,F,,
39,KTE23CE032,KTE23CE032,1,Safe,CET307,CET307,3,1,30,F,,
39,KTE23CE032,KTE23CE032,1,Safe,CEL331,CEL331,3,1,82,A,,
39,KTE23CE032,KTE23CE032,1,Safe,CEL333,CEL333,3,1,82,A,,
39,KTE23CE032,KTE23CE032,1,Safe,CET309,CET309,3,1,42,P,,
40,KTE23CE033,KTE23CE033,1,Safe,MCN301,MCN301,3,1,82,A,,
40,KTE23CE033,KTE23CE033,1,Safe,CET301,CET301,3,1,65,B,,
40,KTE23CE033,KTE23CE033,1,Safe,CET303,CET303,3,1,55,C,,
40,KTE23CE033,KTE23CE033,1,Safe,CET305,CET305,3,1,55,C,,
40,KTE23CE033,KTE23CE033,1,Safe,CET307,CET307,3,1,65,B,,
40,KTE23CE033,KTE23CE033,1,Safe,CEL331,CEL331,3,1,82,A,,
40,KTE23CE033,KTE23CE033,1,Safe,CEL333,CEL333,3,1,95,O,,
40,KTE23CE033,KTE23CE033,1,Safe,CET309,CET309,3,1,65,B,,
41,KTE23CE034,KTE23CE034,1,Safe,MCN301,MCN301,3,1,65,B,,
41,KTE23CE034,KTE23CE034,1,Safe,CET301,CET301,3,1,30,F,,
41,KTE23CE034,KTE23CE034,1,Safe,CET303,CET303,3,1,30,F,,
41,KTE23CE034,KTE23CE034,1,Safe,CET305,CET305,3,1,30,F,,
41,KTE23CE034,KTE23CE034,1,Safe,CET307,CET307,3,1,30,F,,
41,KTE23CE034,KTE23CE034,1,Safe,CEL331,CEL331,3,1,65,B,,
41,KTE23CE034,KTE23CE034,1,Safe,CEL333,CEL333,3,1,82,A,,
42,KTE23CE035,KTE23CE035,1,Safe,MCN301,MCN301,3,1,95,O,,
42,KTE23CE035,KTE23CE035,1,Safe,CET301,CET301,3,1,65,B,,
42,KTE23CE035,KTE23CE035,1,Safe,CET303,CET303,3,1,65,B,,
42,KTE23CE035,KTE23CE035,1,Safe,CET305,CET305,3,1,95,O,,
42,KTE23CE035,KTE23CE035,1,Safe,CET307,CET307,3,1,65,B,,
42,KTE23CE035,KTE23CE035,1,Safe,CEL331,CEL331,3,1,95,O,,
42,KTE23CE035,KTE23CE035,1,Safe,CEL333,CEL333,3,1,95,O,,
42,KTE23CE035,KTE23CE035,1,Safe,CET309,CET309,3,1,82,A,,
43,KTE23CE036,KTE23CE036,1,Safe,MCN301,MCN301,3,1,95,O,,
43,KTE23CE036,KTE23CE036,1,Safe,CET301,CET301,3,1,65,B,,
43,KTE23CE036,KTE23CE036,1,Safe,CET303,CET303,3,1,65,B,,
43,KTE23CE036,KTE23CE036,1,Safe,CET305,CET305,3,1,65,B,,
43,KTE23CE036,KTE23CE036,1,Safe,CET307,CET307,3,1,55,C,,
43,KTE23CE036,KTE23CE036,1,Safe,CEL331,CEL331,3,1,95,O,,
43,KTE23CE036,KTE23CE036,1,Safe,CEL333,CEL333,3,1,95,O,,
43,KTE23CE036,KTE23CE036,1,Safe,CET309,CET309,3,1,65,B,,
44,KTE23CE037,KTE23CE037,1,Safe,MCN301,MCN301,3,1,82,A,,
44,KTE23CE037,KTE23CE037,1,Safe,CET301,CET301,3,1,65,B,,
44,KTE23CE037,KTE23CE037,1,Safe,CET303,CET303,3,1,65,B,,
44,KTE23CE037,KTE23CE037,1,Safe,CET305,CET305,3,1,82,A,,
44,KTE23CE037,KTE23CE037,1,Safe,CET307,CET307,3,1,65,B,,
44,KTE23CE037,KTE23CE037,1,Safe,CEL331,CEL331,3,1,95,O,,
44,KTE23CE037,KTE23CE037,1,Safe,CEL333,CEL333,3,1,82,A,,
44,KTE23CE037,KTE23CE037,1,Safe,CET309,CET309,3,1,65,B,,
45,KTE23CE039,KTE23CE039,1,Safe,MCN301,MCN301,3,1,65,B,,
45,KTE23CE039,KTE23CE039,1,Safe,CET301,CET301,3,1,42,P,,
45,KTE23CE039,KTE23CE039,1,Safe,CET303,CET303,3,1,42,P,,
45,KTE23CE039,KTE23CE039,1,Safe,CET307,CET307,3,1,42,P,,
45,KTE23CE039,KTE23CE039,1,Safe,CEL331,CEL331,3,1,65,B,,
45,KTE23CE039,KTE23CE039,1,Safe,CEL333,CEL333,3,1,82,A,,
46,KTE23CE041,KTE23CE041,1,Safe,MCN301,MCN301,3,1,65,B,,
46,KTE23CE041,KTE23CE041,1,Safe,CET301,CET301,3,1,55,C,,
46,KTE23CE041,KTE23CE041,1,Safe,CET303,CET303,3,1,42,P,,
46,KTE23CE041,KTE23CE041,1,Safe,CEL331,CEL331,3,1,82,A,,
46,KTE23CE041,KTE23CE041,1,Safe,CEL333,CEL333,3,1,82,A,,
46,KTE23CE041,KTE23CE041,1,Safe,CET309,CET309,3,1,55,C,,
47,KTE23CE042,KTE23CE042,1,Safe,MCN301,MCN301,3,1,82,A,,
47,KTE23CE042,KTE23CE042,1,Safe,CET301,CET301,3,1,55,C,,
47,KTE23CE042,KTE23CE042,1,Safe,CET305,CET305,3,1,65,B,,
47,KTE23CE042,KTE23CE042,1,Safe,CET307,CET307,3,1,55,C,,
47,KTE23CE042,KTE23CE042,1,Safe,CEL331,CEL331,3,1,82,A,,
47,KTE23CE042,KTE23CE042,1,Safe,CEL333,CEL333,3,1,82,A,,
47,KTE23CE042,KTE23CE042,1,Safe,CET309,CET309,3,1,42,P,,
48,KTE23CE043,KTE23CE043,1,Safe,MCN301,MCN301,3,1,82,A,,
48,KTE23CE043,KTE23CE043,1,Safe,CET301,CET301,3,1,42,P,,
48,KTE23CE043,KTE23CE043,1,Safe,CET303,CET303,3,1,42,P,,
48,KTE23CE043,KTE23CE043,1,Safe,CET305,CET305,3,1,55,C,,
48,KTE23CE043,KTE23CE043,1,Safe,CET307,CET307,3,1,55,C,,
48,KTE23CE043,KTE23CE043,1,Safe,CEL331,CEL331,3,1,82,A,,
48,KTE23CE043,KTE23CE043,1,Safe,CEL333,CEL333,3,1,82,A,,
49,KTE23CE045,KTE23CE045,1,Safe,MCN301,MCN301,3,1,82,A,,
49,KTE23CE045,KTE23CE045,1,Safe,CET303,CET303,3,1,42,P,,
49,KTE23CE045,KTE23CE045,1,Safe,CET305,CET305,3,1,55,C,,
49,KTE23CE045,KTE23CE045,1,Safe,CET307,CET307,3,1,42,P,,
49,KTE23CE045,KTE23CE045,1,Safe,CEL331,CEL331,3,1,82,A,,
49,KTE23CE045,KTE23CE045,1,Safe,CEL333,CEL333,3,1,65,B,,
49,KTE23CE045,KTE23CE045,1,Safe,CET309,CET309,3,1,42,P,,
50,KTE23CE046,KTE23CE046,1,Safe,MCN301,MCN301,3,1,82,A,,
50,KTE23CE046,KTE23CE046,1,Safe,CET301,CET301,3,1,55,C,,
50,KTE23CE046,KTE23CE046,1,Safe,CET303,CET303,3,1,42,P,,
50,KTE23CE046,KTE23CE046,1,Safe,CET305,CET305,3,1,65,B,,
50,KTE23CE046,KTE23CE046,1,Safe,CET307,CET307,3,1,55,C,,
50,KTE23CE046,KTE23CE046,1,Safe,CEL331,CEL331,3,1,82,A,,
50,KTE23CE046,KTE23CE046,1,Safe,CEL333,CEL333,3,1,82,A,,
50,KTE23CE046,KTE23CE046,1,Safe,CET309,CET309,3,1,55,C,,
51,KTE23CE047,KTE23CE047,1,Safe,MCN301,MCN301,3,1,55,C,,
51,KTE23CE047,KTE23CE047,1,Safe,CET301,CET301,3,1,55,C,,
51,KTE23CE047,KTE23CE047,1,Safe,CET303,CET303,3,1,55,C,,
51,KTE23CE047,KTE23CE047,1,Safe,CET307,CET307,3,1,55,C,,
51,KTE23CE047,KTE23CE047,1,Safe,CEL331,CEL331,3,1,82,A,,
51,KTE23CE047,KTE23CE047,1,Safe,CEL333,CEL333,3,1,82,A,,
51,KTE23CE047,KTE23CE047,1,Safe,CET309,CET309,3,1,55,C,,
52,KTE23CE048,KTE23CE048,1,Safe,MCN301,MCN301,3,1,82,A,,
52,KTE23CE048,KTE23CE048,1,Safe,CET301,CET301,3,1,42,P,,
52,KTE23CE048,KTE23CE048,1,Safe,CET303,CET303,3,1,55,C,,
52,KTE23CE048,KTE23CE048,1,Safe,CET305,CET305,3,1,55,C,,
52,KTE23CE048,KTE23CE048,1,Safe,CET307,CET307,3,1,42,P,,
52,KTE23CE048,KTE23CE048,1,Safe,CEL331,CEL331,3,1,82,A,,
52,KTE23CE048,KTE23CE048,1,Safe,CEL333,CEL333,3,1,82,A,,
52,KTE23CE048,KTE23CE048,1,Safe,CET309,CET309,3,1,65,B,,
